timeTick, roll, pitch, yaw, gyroX, gyroY, gyroZ, accX, accY, accZ, stateX, stateY, stateZ, target_x, target_y, target_z, otX, otY, otZ, otRoll, otPitch, otYaw, kalX, kalY, kalZ
57869, -0.012685374356806278, 0.836155116558075, -0.7472864985466003, -3.708277463912964, -1.8707380294799805, -1.0190327167510986, -0.017517654225230217, 0.01166120357811451, 0.9926321506500244, 0.534895122051239, -0.004835543222725391, 1.0508408546447754, 0.49999892711639404, 0.0, 1.0, 0.5397207736968994, -0.004859084263443947, 1.0520826578140259, 0.5027980500934756, 0.6924398478265769, -0.39598470697418975, 0.534895122051239, -0.004835543222725391, 1.0508408546447754
57879, -0.0484379306435585, 0.8495146036148071, -0.7588992714881897, -4.3804826736450195, -2.4899590015411377, -1.2824405431747437, -0.009898422285914421, 0.011084041558206081, 0.9879180788993835, 0.5346136093139648, -0.004853409249335527, 1.0506004095077515, 0.49999892711639404, 0.0, 1.0, 0.5396745204925537, -0.004866623319685459, 1.0519376993179321, 0.5053363648922142, 0.6648037698976454, -0.3653342755318931, 0.5346136093139648, -0.004853409249335527, 1.0506004095077515
57889, -0.08545070141553879, 0.8726090788841248, -0.7720330953598022, -2.896282911300659, -1.5293935537338257, -1.2034794092178345, -0.021465646103024483, 0.017791934311389923, 0.9942730069160461, 0.5343178510665894, -0.004870572127401829, 1.0503500699996948, 0.49999892711639404, 0.0, 1.0, 0.5396915674209595, -0.004946241155266762, 1.051801085472107, 0.4900065197654357, 0.5336039764375171, -0.3565059237615742, 0.5343178510665894, -0.004870572127401829, 1.0503500699996948
57899, -0.11367887258529663, 0.8875041007995605, -0.7832037806510925, -2.4887983798980713, -1.7995595932006836, -1.3076668977737427, -0.0072475154884159565, 0.015959357842803, 1.0030462741851807, 0.5340074896812439, -0.004886405076831579, 1.0500919818878174, 0.49999892711639404, 0.0, 1.0, 0.5396242141723633, -0.004941596649587154, 1.0516935586929321, 0.4919005718813618, 0.4954290913797487, -0.318001262857706, 0.5340074896812439, -0.004886405076831579, 1.0500919818878174
57909, -0.13077472150325775, 0.8778497576713562, -0.7938376665115356, -0.5904979109764099, 0.09584075212478638, -1.1988855600357056, -0.028548618778586388, 0.014048934914171696, 1.0019712448120117, 0.533682107925415, -0.004900328814983368, 1.0498331785202026, 0.49999892711639404, 0.0, 1.0, 0.5395694375038147, -0.004970479756593704, 1.0515943765640259, 0.520319981461567, 0.5245046330877264, -0.32702640937154115, 0.533682107925415, -0.004900328814983368, 1.0498331785202026
57919, -0.1371496170759201, 0.8867605924606323, -0.8042047619819641, 0.6909236311912537, -0.21028567850589752, -0.36184218525886536, -0.01242244802415371, 0.013271507807075977, 1.0052188634872437, 0.5347727537155151, -0.004928883630782366, 1.0500085353851318, 0.49999892711639404, 0.0, 1.0, 0.539490282535553, -0.004880444146692753, 1.0514501333236694, 0.4995308344572099, -0.03266288973722035, -0.386909219094008, 0.5347727537155151, -0.004928883630782366, 1.0500085353851318
57929, -0.1248185783624649, 0.8818094730377197, -0.807401716709137, 2.2499208450317383, 0.9257715940475464, -0.3038681745529175, -0.011971003375947475, 0.019739652052521706, 0.9941868782043457, 0.5344547033309937, -0.004938431084156036, 1.0497665405273438, 0.49999892711639404, 0.0, 1.0, 0.5393003225326538, -0.004963393788784742, 1.0512148141860962, 0.5469307931741818, 0.22407514174004528, -0.4228073423722378, 0.5344547033309937, -0.004938431084156036, 1.0497665405273438
57939, -0.1034059152007103, 0.8722113370895386, -0.808944046497345, 2.1895759105682373, 0.3126276135444641, 0.002531029749661684, -0.03370858356356621, 0.01366453804075718, 0.9899834394454956, 0.534121572971344, -0.004945524502545595, 1.0495238304138184, 0.49999892711639404, 0.0, 1.0, 0.5391858816146851, -0.004942060448229313, 1.051127314567566, 0.5001540631235505, 0.21539338129622573, -0.43270337470596587, 0.534121572971344, -0.004945524502545595, 1.0495238304138184
57949, -0.08170134574174881, 0.8626696467399597, -0.8100016117095947, 2.4548892974853516, 2.9263718128204346, -0.21752096712589264, -0.015546576119959354, 0.013454553671181202, 1.002252221107483, 0.5337735414505005, -0.004950463771820068, 1.0492746829986572, 0.49999892711639404, 0.0, 1.0, 0.5391004681587219, -0.004935632459819317, 1.0509899854660034, 0.5068805011167777, 0.21550910037511853, -0.41229230920382065, 0.5337735414505005, -0.004950463771820068, 1.0492746829986572
57959, -0.0583958737552166, 0.8110586404800415, -0.8104274868965149, 1.706493616104126, 3.257993459701538, 0.09580020606517792, -0.015305115841329098, 0.012782352976500988, 0.9976014494895935, 0.5334107279777527, -0.004953611642122269, 1.0490227937698364, 0.49999892711639404, 0.0, 1.0, 0.5390682220458984, -0.004940737970173359, 1.0510164499282837, 0.5854208515668788, -0.0738140517999541, -0.5142155042772742, 0.5334107279777527, -0.004953611642122269, 1.0490227937698364
57969, -0.04665971174836159, 0.7787005305290222, -0.8102889060974121, -0.3622059226036072, 2.7899069786071777, 0.03184458240866661, -0.005624627228826284, 0.004486860707402229, 1.0013331174850464, 0.5344151854515076, -0.0049508679658174515, 1.0492511987686157, 0.49999892711639404, 0.0, 1.0, 0.5389817953109741, -0.00496940640732646, 1.0509233474731445, 0.63813749879019, -0.030473543477910977, -0.611201380753414, 0.5344151854515076, -0.0049508679658174515, 1.0492511987686157
57979, -0.05385848879814148, 0.7457782030105591, -0.8093931078910828, -0.6056634187698364, 4.4441986083984375, 0.3466724157333374, -0.01032837200909853, 0.012784630991518497, 0.9980819821357727, 0.5340607166290283, -0.00495140952989459, 1.0490108728408813, 0.49999892711639404, 0.0, 1.0, 0.5389089584350586, -0.004929075948894024, 1.0509017705917358, 0.5922685383177066, -0.09374165369054525, -0.38404947690838753, 0.5340607166290283, -0.00495140952989459, 1.0490108728408813
57989, -0.06514545530080795, 0.7012311220169067, -0.8042320013046265, -2.0156357288360596, 3.326798439025879, 0.45543718338012695, -0.016075775027275085, 0.01808481477200985, 1.0010714530944824, 0.533693253993988, -0.004950906150043011, 1.0487703084945679, 0.49999892711639404, 0.0, 1.0, 0.538821816444397, -0.004866910167038441, 1.0507673025131226, 0.5300875732370797, -0.25933840070552033, -0.3839299976588961, 0.533693253993988, -0.004950906150043011, 1.0487703084945679
57999, -0.08369838446378708, 0.6630995273590088, -0.7992221117019653, -2.57614803314209, 2.9534075260162354, 1.184978723526001, -0.01371831726282835, 0.018498392775654793, 1.0051069259643555, 0.5333133935928345, -0.0049492111429572105, 1.048529863357544, 0.49999892711639404, 0.0, 1.0, 0.5387068390846252, -0.00485589262098074, 1.0506762266159058, 0.5558441067091514, -0.28316383493971825, -0.41525573021951345, 0.5333133935928345, -0.0049492111429572105, 1.048529863357544
58009, -0.10678747296333313, 0.630632221698761, -0.7896894812583923, -2.3528695106506348, 2.5306074619293213, 1.0416265726089478, -0.02507990226149559, 0.01392448041588068, 1.0036983489990234, 0.5329218506813049, -0.004946073051542044, 1.048293113708496, 0.49999892711639404, 0.0, 1.0, 0.5384854674339294, -0.004820908419787884, 1.0504941940307617, 0.5894134098050423, -0.2927796099656914, -0.4546693063167595, 0.5329218506813049, -0.004946073051542044, 1.048293113708496
58019, -0.13180339336395264, 0.5817035436630249, -0.7788158059120178, -2.5557162761688232, 2.516545057296753, 0.7296611070632935, -0.008210573345422745, 0.019783996045589447, 0.9996791481971741, 0.5338972806930542, -0.004918012768030167, 1.0486210584640503, 0.49999892711639404, 0.0, 1.0, 0.5382479429244995, -0.004810781218111515, 1.0504366159439087, 0.6246549935637176, -0.36247680715619746, -0.49416129289852506, 0.5338972806930542, -0.004918012768030167, 1.0486210584640503
58029, -0.15566985309123993, 0.5557838082313538, -0.7710639834403992, -2.6725516319274902, 1.926310658454895, 0.3622789680957794, -0.0212554931640625, 0.014677370898425579, 0.9969576597213745, 0.5335207581520081, -0.004910286050289869, 1.0484046936035156, 0.49999892711639404, 0.0, 1.0, 0.538003146648407, -0.004732152447104454, 1.0500916242599487, 0.542498148409975, -0.08115260495042598, -0.7706845450289563, 0.5335207581520081, -0.004910286050289869, 1.0484046936035156
58039, -0.18070180714130402, 0.5348650813102722, -0.7659180164337158, -2.3523433208465576, 1.4413942098617554, 0.2763105630874634, -0.01398592721670866, 0.00819135271012783, 0.99974524974823, 0.5331345200538635, -0.0048999725840985775, 1.0481867790222168, 0.49999892711639404, 0.0, 1.0, 0.5377176403999329, -0.00468849390745163, 1.0498995780944824, 0.5623179776375632, -0.033357161913815506, -0.7943014829730544, 0.5331345200538635, -0.0048999725840985775, 1.0481867790222168
